-18.689781,164.54428
39.61764,28.063915
14.927387,-8.74687
0.3001839,-16.092882
-2.2764504,-10.541305
6.2422457,-9.758621
12.677982,-5.5605917
31.420364,-3.6142766
57.581738,42.460857
148.66534,-0.3868714
70.89302,-3.9446354
87.05444,44.38348
51.7305,52.83527
58.491005,48.310383
96.88318,-6.295554
75.067055,15.44334
121.53037,-3.6980584
132.74126,7.285848
114.76956,37.347378
237.96141,-2.9553473
311.0438,-6.196238
342.23273,-1.9021332
249.70576,23.067518
277.1967,-4.8682094
279.6986,-3.6047027
223.5952,-2.4914742
233.78122,4.073605
260.08408,-4.0052085
251.23846,-1.9353256
256.84192,45.757816
306.89575,-1.7794595
295.56915,32.009148
275.87305,-4.578903
239.57909,-3.3436716
151.82536,62.412544
215.20827,-2.7531757
256.1284,-5.0106273
319.42407,-3.60623
323.0349,-7.5819345
321.74255,19.883514
360.2828,-2.6832893
465.1569,-3.6389008
369.4652,17.761328
381.87012,-2.2332742
388.30823,-7.812381
406.20908,-5.6377053
345.07343,29.276758
424.97006,-2.3733826
483.91214,-4.3363495
519.3809,-4.539527
510.4379,-6.3139944
535.34644,42.333416
549.0475,-1.670532
522.1312,-2.0056963
535.5862,-7.5114517
570.4017,-4.345365
551.3338,-1.7623603
575.17847,-2.7842448
588.96185,0.31854957
673.97577,-3.4740567
616.7805,3.6871805
712.34674,-3.677383
658.38245,-5.9077888
650.02924,-1.5128404
616.4086,-2.5080144
619.90765,-0.073798
665.1269,0.8457154
690.0235,-0.22668391
692.72595,-2.7140975
766.48834,-4.5214596
751.4363,-4.352555
778.32623,-1.1283904
766.8662,-3.9853156
770.0445,-5.9500337
742.2271,-4.8103557
751.68225,-1.0939314
729.01904,-4.3405967
775.9598,-8.75242
821.34564,-6.104186
840.5489,-5.000904
799.2051,-0.39462
866.3802,-0.6980449
859.58545,-5.4370613
823.4975,-5.8402867
833.3092,-5.109832
816.41046,18.214882
822.06665,0.6018579
843.44446,-4.7485533
